Row_Id,Date of Update,Tax Year,County,Number of Returns,Total Number of Exemptions (thousands of dollars),Total Adjusted Gross Income (thousands of dollars),Total Oregon Adjustments: Additions (thousands of dollars),Total Oregon Adjustments: Federal Tax Subtraction (thousands of dollars),Total Oregon Adjustments: Other Subtractions (thousands of dollars),Total Deductions (thousands of dollars),Total Taxable Income (thousands of dollars),Total Gross Tax (thousands of dollars),Total Credits (thousands of dollars),Total Net Tax (thousands of dollars),Average Number of Exemptions,Average Adjusted Gross Income (dollars),Average Oregon Adjustments: Additions (dollars),Average Oregon Adjustments: Federal Tax Subtraction (dollars),Average Oregon Adjustments: Other Subtractions (dollars),Average Deductions (dollars),Average Taxable Income (dollars),Average Gross Tax (dollars),Average Credits (dollars),Average Net Tax (dollars),Tax as Percent of AGI (%),Tax as Percent of Taxable Income (%),Return Type: Single (Number),Return Type: Single (%),Return Type: Joint (Number),Return Type: Joint  (%),Return Type: Separate (Number),Return Type: Separate (%),Return Type: Head Household (Number),Return Type: Head Household (%),Return Type: Itemized (Number),Return Type: Itemized (%),"Return Type: 
Full-Year 
(Number)","Return Type: 
Full-Year 
(%)",Return Type: Part-Year (Number),Return Type: Part-Year (%),Return Type: Nonresident (Number),Return Type: Nonresident (%),Full Year Returns: Number of Returns,Full Year Returns: Total Adjusted Gross Income (thousands of dollars),"Full Year Returns: Total Wages, Salaries, Tips (thousands of dollars)",Full Year Returns: Total Taxable Dividends and Interest (thousands of dollars),Full Year Returns: Total Business Income (thousands of dollars),Full Year Returns: Total Capital Gains (thousands of dollars),Full Year Returns: Total Taxable Pensions (thousands of dollars),"Full Year Returns: Total Schedule E Income (thousands of dollars, this includes: rental real estate, royalties, partnerships, S corporations, and trusts)",Full Year Returns: Total Farm Income (thousands of dollars),"Full Year Returns: Total All Other Income (thousands of dollars, this includes: taxable state income tax refunds, alimony received, unemployment compensation, and other income)",Full Year Returns: Total Adjustments (thousands of dollars),Exception Notes
635,"Jul 01, 2021",2019,Josephine,36968,69857,1895222,4886,72932,166195,278534,1447697,119167,17404,102623,1.9,51267,132,1973,4496,7535,39161,3224,471,2776,0.054,0.071,17447,0.472,14849,0.402,603,0.016,4049,0.11,14538,0.393,35819,0.969,991,0.027,158,0.004,35819,1874973,1069829,70517,72867,130378,426676,141568,-4280,-4482,28100,
636,"Jul 01, 2021",2019,Klamath,27858,54975,1365553,2587,56565,122289,191270,1061429,86650,11536,75828,2,49018,93,2031,4390,6866,38101,3110,414,2722,0.056,0.071,12487,0.448,11206,0.402,478,0.017,3675,0.132,10025,0.36,26891,0.965,779,0.028,188,0.007,26891,1344804,904405,36649,38636,62967,287679,62338,-9834,-19628,18408,
637,"Jul 01, 2021",2019,Lake,3115,6130,150542,265,6360,13141,20262,121344,9907,1243,8715,2,48328,85,2042,4219,6505,38955,3181,399,2798,0.058,0.072,1371,0.44,1379,0.443,64,0.021,301,0.097,1094,0.351,2998,0.962,80,0.026,37,0.012,2998,147957,95096,4777,3570,12573,30843,12238,-2793,-5872,2476,
638,"Jul 01, 2021",2019,Lane,170040,305023,10712618,26540,399795,702440,1335685,8490253,712300,66929,648379,1.8,63001,156,2351,4131,7855,49931,4189,394,3813,0.061,0.076,88580,0.521,61134,0.36,3315,0.019,16932,0.1,67791,0.399,164457,0.967,4607,0.027,976,0.006,164457,10581562,6475717,411227,327541,625600,1902666,973367,-21979,38478,151054,
639,"Jul 01, 2021",2019,Lincoln,22279,40062,1200830,2664,49349,121096,181999,895103,74082,8369,66070,1.8,53900,120,2215,5435,8169,40177,3325,376,2966,0.055,0.074,10926,0.49,8595,0.386,420,0.019,2324,0.104,9497,0.426,21421,0.961,736,0.033,122,0.005,21421,1194138,639646,45115,58009,83872,322941,60110,-1913,5327,18969,
640,"Jul 01, 2021",2019,Linn,56828,111699,3186058,3941,138188,210188,433583,2467651,203105,23716,180305,2,56065,69,2432,3699,7630,43423,3574,417,3173,0.057,0.073,26194,0.461,23408,0.412,1083,0.019,6112,0.108,23586,0.415,55644,0.979,1011,0.018,173,0.003,55644,3162653,2225608,71555,75036,117749,547081,154671,-8066,14473,35455,
641,"Jul 01, 2021",2019,Malheur,10677,23072,457789,1283,17023,32265,62163,377436,30495,7564,23280,2.2,42876,120,1594,3022,5822,35350,2856,709,2180,0.051,0.062,4629,0.434,4288,0.402,105,0.01,1647,0.154,3100,0.29,10154,0.951,394,0.037,129,0.012,10154,450865,311822,10561,12188,42895,81992,34323,-18176,-17892,6848,
642,"Jul 01, 2021",2019,Marion,149609,300575,9157796,14231,359117,547214,1169645,7214148,599322,67185,535362,2,61212,95,2400,3658,7818,48220,4006,449,3578,0.058,0.074,70638,0.472,56415,0.377,2628,0.018,19850,0.133,58840,0.393,146404,0.979,2712,0.018,493,0.003,146404,9086511,6089218,223666,232244,435796,1539823,636331,-18040,55916,108444,
643,"Jul 01, 2021",2019,Morrow,4738,10325,258019,298,10677,14318,27801,209813,17239,2243,15100,2.2,54457,63,2253,3022,5868,44283,3639,474,3187,0.059,0.072,1973,0.416,1959,0.413,81,0.017,724,0.153,1454,0.307,4625,0.976,86,0.018,27,0.006,4625,255595,194075,3717,2569,15512,33210,12835,-3498,-419,2408,
644,"Jul 01, 2021",2019,Multnomah,399530,676968,31678923,85343,1097638,1178395,3459660,26513435,2290319,155933,2139918,1.7,79291,214,2747,2950,8659,66362,5733,390,5356,0.068,0.081,235517,0.589,119416,0.299,8759,0.022,35647,0.089,155174,0.388,380654,0.953,15804,0.04,3072,0.008,380654,30985927,21705374,1153615,1212007,2105644,3160368,2077541,-8363,52397,472657,
645,"Jul 01, 2021",2019,Other,101724,187106,3736290,42401,97020,365755,521501,3356907,290633,22402,268924,1.8,36730,417,954,3596,5127,33000,2857,220,2644,0.072,0.08,51585,0.507,42290,0.416,3205,0.032,4426,0.044,41623,0.409,18911,0.186,26887,0.264,55926,0.55,18911,1161662,759680,73226,27564,80078,164640,86141,71,-16404,13335,
646,"Jul 01, 2021",2019,Other Washington,47264,96220,1764771,5673,55011,101376,181145,1623863,136719,8521,128502,2,37339,120,1164,2145,3833,34357,2893,180,2719,0.073,0.079,20917,0.443,21694,0.459,741,0.016,3888,0.082,19330,0.409,3881,0.082,7264,0.154,36119,0.764,3881,249204,150394,14003,7499,43813,31485,5171,-69,-199,2893,
647,"Jul 01, 2021",2019,Polk,37115,74431,2368600,3788,97693,174599,328664,1840736,152944,15466,138103,2,63818,102,2632,4704,8855,49596,4121,417,3721,0.058,0.075,16583,0.447,15893,0.428,685,0.018,3923,0.106,16639,0.448,36187,0.975,775,0.021,153,0.004,36187,2346964,1555751,56655,58359,102960,489836,137010,-8481,-16058,29068,
648,"Jul 01, 2021",2019,Sherman,833,1582,50893,203,2155,3849,5573,41324,3435,332,3111,1.9,61097,243,2587,4621,6690,49609,4123,399,3735,0.061,0.075,402,0.483,361,0.433,,,70,0.084,282,0.339,814,0.977,19,0.022,,,814,50322,28351,1445,846,2711,8983,7589,3034,-900,1736,"Return Type: Separate (Number) is CS, Return Type: Separate (%) is CS, Return Type: Nonresident (Number) is CP, Return Type: Nonresident (%) is ,"
649,"Jul 01, 2021",2019,Tillamook,12479,23221,689918,1617,28270,61263,98196,523524,42990,4853,38353,1.9,55286,130,2265,4909,7869,41952,3445,389,3073,0.056,0.073,5973,0.479,5075,0.407,220,0.018,1203,0.096,5364,0.43,12129,0.972,310,0.025,40,0.003,12129,682413,389632,25368,29550,39216,169430,42461,176,-1115,12305,
650,"Jul 01, 2021",2019,Umatilla,31559,64777,1698155,4332,70319,123429,207742,1347926,110765,14611,96974,2.1,53809,137,2228,3911,6583,42711,3510,463,3073,0.057,0.072,14073,0.446,11774,0.373,495,0.016,5201,0.165,11035,0.35,30649,0.971,739,0.023,171,0.005,30649,1680349,1217111,26174,47566,68420,263945,92948,-18744,3916,20985,
651,"Jul 01, 2021",2019,Union,11304,22466,620271,1384,25279,50391,80036,482817,39666,4912,34984,2,54872,123,2236,4458,7080,42712,3509,435,3095,0.056,0.072,5180,0.458,4854,0.429,209,0.018,1055,0.093,4647,0.411,11007,0.974,225,0.02,72,0.006,11007,612501,408612,20582,12491,25362,125152,40983,-10882,-887,8913,
652,"Jul 01, 2021",2019,Wallowa,3402,6462,170162,429,7152,17677,24885,132808,10868,1412,9528,1.9,50018,126,2102,5196,7315,39038,3195,415,2801,0.056,0.072,1519,0.447,1618,0.476,48,0.014,217,0.064,1438,0.423,3310,0.973,72,0.021,20,0.006,3310,167897,97789,7760,5126,16996,44626,9537,-4963,-5134,3840,
653,"Jul 01, 2021",2019,Wasco,11478,22310,637312,1037,25915,47039,93575,496116,40861,5070,36043,1.9,55525,90,2258,4098,8153,43223,3560,442,3140,0.057,0.073,5393,0.47,4474,0.39,175,0.015,1432,0.125,4368,0.381,11118,0.969,264,0.023,96,0.008,11118,629849,410725,17661,14233,33161,117964,46873,-49,-1707,9012,
654,"Jul 01, 2021",2019,Washington,280905,537382,24880519,39496,836766,945299,3043437,20458614,1763072,112517,1654089,1.9,88573,141,2979,3365,10834,72831,6276,401,5888,0.066,0.081,138771,0.494,111096,0.395,5295,0.019,25580,0.091,123702,0.44,270548,0.963,8563,0.03,1794,0.006,270548,24429795,17826540,1077474,606468,1449570,2461642,1273333,-13508,33552,285276,
655,"Jul 01, 2021",2019,Wheeler,540,1029,16485,36,935,2669,3435,15365,1224,209,1026,1.9,30527,67,1732,4942,6362,28453,2266,387,1900,0.062,0.067,237,0.438,267,0.494,,,36,0.067,182,0.337,526,0.974,14,0.026,,,526,16415,12669,824,1092,1198,7182,-865,-2551,-2793,340,"Return Type: Separate (Number) is CS, Return Type: Separate (%) is CS, Return Type: Nonresident (Number) is CP, Return Type: Nonresident (%) is ,"
656,"Jul 01, 2021",2019,Yamhill,46836,93074,3200502,6867,120701,197983,428196,2516042,211288,20641,191456,2,68334,147,2577,4227,9143,53720,4511,441,4088,0.06,0.076,21167,0.452,19848,0.424,896,0.019,4895,0.105,20848,0.445,45775,0.977,849,0.018,212,0.005,45775,3174494,2110342,101848,85436,176961,495278,247213,-11951,9700,40333,
657,"Jul 01, 2022",2020,Baker,7036,13497,314916,921,9201,34952,48651,270728,21494,2983,18662,1.9,44758,131,1308,4968,6914,38478,3055,424,2652,0.05925894481,0.06893119355,3207,0.456,3111,0.442,122,0.017,592,0.084,2793,0.397,6831,0.971,156,0.022,49,0.007,6831,324696,206876,13075,3734,26674,90990,15476,-9024,-17399,5706,
658,"Jul 01, 2022",2020,Benton,40651,70860,3050369,6918,76881,203084,359113,2475013,206635,16162,190875,1.7,75038,170,1891,4996,8834,60884,5083,398,4696,0.06257496202,0.07712156152,22010,0.541,15456,0.38,721,0.018,2451,0.06,16798,0.413,38695,0.952,1285,0.032,671,0.017,38695,3002465,1800646,118011,84241,254420,569415,194470,-5590,29567,42715,
659,"Jul 01, 2022",2020,California,42817,80101,1385611,13307,19649,108446,360215,1435105,123721,62158,61801,1.9,32361,311,459,2533,8413,33517,2890,1452,1443,0.04460279594,0.04306445646,21040,0.491,18574,0.434,910,0.021,2281,0.053,21460,0.501,5537,0.129,7496,0.175,29784,0.696,5537,416147,255837,21598,8621,54489,44565,31153,-637,4625,4102,
660,"Jul 01, 2022",2020,Clackamas,199189,378756,18711463,46695,427116,928883,2212877,15717222,1332451,84260,1250181,1.9,93938,234,2144,4663,11109,78906,6689,423,6276,0.06681413951,0.07954264626,95381,0.479,83629,0.42,3863,0.019,16228,0.081,98212,0.493,194530,0.977,3729,0.019,930,0.005,194530,18502088,11813523,577418,522861,1625793,2448877,1690049,-35668,112763,253528,
661,"Jul 01, 2022",2020,Clark Co WA,75554,164425,3510573,4035,97963,50129,369661,3092681,248061,19281,229324,2.2,46464,53,1297,664,4893,40933,3283,255,3035,0.06532312911,0.07414971637,30949,0.41,35304,0.467,1333,0.018,7945,0.105,33443,0.443,3206,0.042,4291,0.057,68057,0.901,3206,276661,161373,9111,7754,62406,17504,17032,-117,4677,3080,
662,"Jul 01, 2022",2020,Clatsop,18925,33920,1155979,2308,28950,88572,147252,925657,75395,7599,68098,1.8,61082,122,1530,4680,7781,48912,3984,402,3598,0.05890923855,0.07356696428,9668,0.511,6965,0.368,404,0.021,1878,0.099,7584,0.401,18075,0.955,636,0.034,214,0.011,18075,1136728,651097,30457,42363,68213,223643,127190,-1655,14892,19473,
663,"Jul 01, 2022",2020,Columbia,23977,45725,1556115,1375,47766,94720,196628,1242688,101143,9155,92276,1.9,64900,57,1992,3950,8201,51828,4218,382,3848,0.05929864731,0.07425465575,11153,0.465,10034,0.418,421,0.018,2361,0.098,11179,0.466,23495,0.98,378,0.016,104,0.004,23495,1542663,1096842,24917,32296,65989,268798,50956,-7251,25852,15736,
664,"Jul 01, 2022",2020,Coos,27995,51601,1532124,3037,35575,145740,216370,1182738,95833,10779,85638,1.8,54728,108,1271,5206,7729,42248,3423,385,3059,0.0558959226,0.07240781856,13637,0.487,10746,0.384,545,0.019,3056,0.109,10564,0.377,27112,0.968,698,0.025,185,0.007,27112,1510300,826177,60450,57425,160067,325569,97538,-8638,16563,24851,
665,"Jul 01, 2022",2020,Crook,11441,22113,717455,1505,17776,55316,96187,577686,47423,4495,43119,1.9,62709,132,1554,4835,8407,50493,4145,393,3769,0.06009973034,0.07464064041,4972,0.435,5155,0.451,234,0.02,1075,0.094,5045,0.441,11175,0.977,220,0.019,46,0.004,11175,709669,432134,21168,18766,69472,147031,46803,-10893,-4850,9962,
666,"Jul 01, 2022",2020,Curry,10676,18866,558045,2165,13342,65217,80992,427682,34850,3783,31238,1.8,52271,203,1250,6109,7586,40060,3264,354,2926,0.05597750187,0.07304025701,5248,0.492,4363,0.409,192,0.018,865,0.081,4275,0.4,10166,0.952,407,0.038,103,0.01,10166,548543,247993,23042,35364,49794,158228,47870,-873,-3930,8945,
667,"Jul 01, 2022",2020,Deschutes,98832,180552,8370954,39486,180661,478861,958728,7100839,602536,42843,560895,1.8,84699,400,1828,4845,9701,71848,6097,434,5675,0.06700449121,0.07898941649,48355,0.489,41051,0.415,1825,0.018,7564,0.077,47029,0.476,94176,0.953,3952,0.04,704,0.007,94176,8144143,4345467,367176,318863,1050443,1295393,936550,-22699,-895,146154,
668,"Jul 01, 2022",2020,Douglas,47406,90418,2520412,5228,61870,214340,335071,1989757,160064,19314,141695,1.9,53166,110,1305,4521,7068,41973,3376,407,2989,0.05621961197,0.07121295509,21803,0.46,19449,0.41,864,0.018,5264,0.111,17812,0.376,46217,0.975,1025,0.022,164,0.003,46217,2496129,1550718,69566,67552,167397,550706,140532,-20325,491,30507,
669,"Jul 01, 2022",2020,Gilliam,827,1594,49839,28,1338,3810,4992,41069,3348,331,3030,1.9,60265,34,1617,4607,6036,49661,4049,400,3663,0.06078818551,0.07376874222,384,0.465,361,0.437,,,82,0.099,274,0.331,803,0.971,24,0.029,,,803,49455,30921,1197,345,3262,8780,5708,863,-665,955,"Return Type: Separate (Number) is CS, Return Type: Separate (%) is CS, Return Type: Nonresident (Number) is CP, Return Type: Nonresident (%) is ,"
670,"Jul 01, 2022",2020,Grant,3067,5855,150165,338,4515,13600,22057,123871,9901,1231,8735,1.9,48962,110,1472,4434,7192,40388,3228,401,2848,0.05816587251,0.07051282051,1372,0.447,1350,0.44,59,0.019,284,0.093,1171,0.382,3005,0.98,62,0.021,,,3005,148430,94353,4833,5001,16293,36931,6659,-7050,-6080,2510,"Return Type: Nonresident (Number) is CP, Return Type: Nonresident (%) is ,"
671,"Jul 01, 2022",2020,Harney,3113,6194,134102,1077,3655,11965,18808,110637,8742,1320,7501,2,43078,346,1174,3844,6042,35540,2808,424,2410,0.05593574446,0.06779928081,1391,0.447,1401,0.45,32,0.01,287,0.092,1082,0.348,3022,0.971,91,0.03,,,3022,131827,93724,3645,4383,9002,29139,5954,-5552,-6032,2434,"Return Type: Nonresident (Number) is CP, Return Type: Nonresident (%) is ,"
672,"Jul 01, 2022",2020,Hood River,11931,22508,872899,3314,19454,47004,96234,739415,61576,5662,56108,1.9,73162,278,1630,3940,8066,61974,5161,475,4703,0.06427764026,0.07588145409,5901,0.495,4622,0.387,181,0.015,1223,0.103,4587,0.384,11484,0.963,313,0.026,134,0.011,11484,856371,528054,39619,33326,87210,100168,89213,-1466,-4114,15638,
673,"Jul 01, 2022",2020,Idaho,15983,34886,689072,1824,12888,40049,72653,637172,52607,3892,48861,2.2,43113,114,806,2506,4546,39866,3291,244,3057,0.07090701601,0.07668265372,6287,0.393,8161,0.511,184,0.012,1347,0.084,6986,0.437,1358,0.085,2635,0.165,11990,0.75,1358,95086,55522,2529,1621,12814,13634,9899,-382,975,1526,
674,"Jul 01, 2022",2020,Jackson,102878,190096,6330227,19964,147643,456145,868508,5069203,414613,40705,375952,1.8,61531,194,1435,4434,8442,49274,4030,396,3654,0.05938918991,0.07416299501,51434,0.5,38535,0.375,1812,0.018,11044,0.107,42580,0.414,99664,0.969,2615,0.025,599,0.006,99664,6235479,3664778,227316,248209,441359,1162148,581629,-18463,36021,107518,
675,"Jul 01, 2022",2020,Jefferson,10243,20492,494921,619,12939,64018,70438,375111,29705,4113,25889,2,48318,60,1263,6250,6877,36621,2900,402,2528,0.05230969825,0.06901739976,4559,0.445,4019,0.392,150,0.015,1510,0.147,3702,0.361,10025,0.979,189,0.018,29,0.003,10025,489602,336683,10105,12698,20010,101552,23040,-2862,-5310,6315,
676,"Jul 01, 2022",2020,Josephine,38045,70701,1928013,4601,45483,171709,282293,1500996,119918,15037,105706,1.9,50677,121,1196,4513,7420,39453,3152,395,2778,0.05482741746,0.07042521266,18469,0.485,14830,0.39,608,0.016,4114,0.108,14406,0.379,36946,0.971,942,0.025,157,0.004,36946,1906163,1100978,65689,74992,93771,426383,163397,-4816,15559,29788,
677,"Jul 01, 2022",2020,Klamath,28769,56017,1433690,3357,35709,125149,190804,1153607,92148,11963,80914,1.9,49835,117,1241,4350,6632,40099,3203,416,2813,0.05643869922,0.07014140003,13205,0.459,11303,0.393,482,0.017,3767,0.131,9902,0.344,27819,0.967,756,0.026,194,0.007,27819,1414733,928746,32250,40664,84089,291901,83225,-10666,-15920,19555,
678,"Jul 01, 2022",2020,Lake,3233,6246,155961,159,4149,13267,20879,129523,10302,1317,9046,1.9,48240,49,1284,4104,6458,40063,3186,407,2798,0.0580014179,0.06984052498,1456,0.45,1390,0.43,78,0.024,309,0.096,1073,0.332,3116,0.964,78,0.024,39,0.012,3116,153075,102340,4049,3841,10144,31237,12894,-2477,-5899,3055,
679,"Jul 01, 2022",2020,Lane,172960,306545,10967087,28385,270090,713016,1353498,8946806,735979,66963,671573,1.8,63408,164,1562,4122,7826,51728,4255,387,3883,0.06123498223,0.07506244249,91837,0.531,60818,0.352,3459,0.02,16769,0.097,67824,0.392,167839,0.97,4179,0.024,942,0.005,167839,10851175,6612436,365457,328137,624218,1879767,1064085,-22298,153328,153954,
680,"Jul 01, 2022",2020,Lincoln,22773,40398,1235238,3726,32130,124836,184990,935600,75553,9480,66427,1.8,54241,164,1411,5482,8123,41084,3318,416,2917,0.05377636598,0.07099896066,11337,0.498,8705,0.382,445,0.02,2273,0.1,9557,0.42,21935,0.963,700,0.031,138,0.006,21935,1212730,632294,41529,57504,85198,324648,73570,-2106,20488,20395,
681,"Jul 01, 2022",2020,Linn,57679,112182,3254696,4007,88748,211972,436055,2581423,207271,23326,184878,1.9,56428,70,1539,3675,7560,44755,3594,404,3205,0.05680356137,0.07161881354,27198,0.472,23305,0.404,1038,0.018,6108,0.106,23652,0.41,56559,0.981,961,0.017,159,0.003,56559,3228204,2241565,65574,74367,127779,553446,170423,-12401,44796,37344,
682,"Jul 01, 2022",2020,Malheur,11009,23106,497080,1254,10501,33252,64661,424758,33893,7489,26766,2.1,45152,114,954,3020,5874,38583,3079,680,2431,0.05384455242,0.06301253408,5021,0.456,4248,0.386,139,0.013,1596,0.145,3043,0.276,10521,0.956,340,0.031,148,0.013,10521,489303,324981,10788,20848,44048,82824,42767,-11381,-18287,7284,
683,"Jul 01, 2022",2020,Marion,152560,301062,9307405,14027,246176,556462,1193826,7523815,609919,66249,546566,2,61008,92,1614,3648,7825,49317,3998,434,3583,0.0587232536,0.07264417413,73409,0.481,56417,0.37,2847,0.019,19803,0.13,58984,0.387,149826,0.982,2286,0.015,448,0.003,149826,9261257,6204318,210481,228535,392528,1548459,695364,-16881,110500,112049,
684,"Jul 01, 2022",2020,Morrow,4957,10493,279807,403,7287,14805,29079,236651,19071,2225,16950,2.1,56447,81,1470,2987,5866,47741,3847,449,3419,0.06057728591,0.07162427106,2183,0.44,1966,0.397,103,0.021,704,0.142,1483,0.299,4829,0.974,99,0.02,29,0.006,4829,276403,203106,3732,4041,18582,36307,22276,-7584,-1234,2823,
685,"Jul 01, 2022",2020,Multnomah,396104,665758,31481203,79653,795397,1172881,3393196,26718792,2261289,155009,2111358,1.7,79477,201,2008,2961,8566,67454,5709,391,5330,0.06706711745,0.07902125893,235522,0.595,116339,0.294,9148,0.023,34934,0.088,154125,0.389,380186,0.96,13246,0.033,2672,0.007,380186,30854676,21602203,967629,1137012,2009296,3070621,1980298,-5568,548762,455576,
686,"Jul 01, 2022",2020,Other,96290,180855,4169432,48337,67829,369775,449179,3888488,336062,26277,310466,1.9,43301,502,704,3840,4665,40383,3490,273,3224,0.07446282748,0.07984280553,48127,0.5,40643,0.422,3192,0.033,4296,0.045,39867,0.414,17870,0.186,26184,0.272,52236,0.542,17870,1341915,930219,76418,30496,139149,129247,82510,-2651,-28784,14689,
687,"Jul 01, 2022",2020,Other Washington,44807,90923,1762008,7149,38399,104132,182072,1691585,140225,8111,132408,2,39324,160,857,2324,4064,37753,3130,181,2955,0.07514672824,0.07827519621,19838,0.443,20681,0.462,741,0.017,3534,0.079,18468,0.412,3843,0.086,6623,0.148,34341,0.766,3843,220878,144198,10460,7824,23965,29884,11641,-311,-3213,3572,
688,"Jul 01, 2022",2020,Polk,38340,75530,2438743,4185,68774,180674,329114,1938268,157070,15727,141927,2,63608,109,1794,4712,8584,50555,4097,410,3702,0.05819680765,0.07322365675,17575,0.458,16081,0.419,722,0.019,3937,0.103,16737,0.437,37447,0.977,738,0.019,155,0.004,37447,2419715,1605203,56856,56621,96260,497760,149732,-9855,-2347,30515,
689,"Jul 01, 2022",2020,Sherman,847,1597,55499,156,1373,4203,5724,46792,3860,322,3547,1.9,65524,184,1621,4962,6758,55244,4557,380,4188,0.06391388817,0.07580664139,408,0.481,354,0.418,,,84,0.099,272,0.321,826,0.975,21,0.025,,,826,55141,28326,1511,909,5837,9626,7953,3291,-455,1858,"Return Type: Separate (Number) is CS, Return Type: Separate (%) is CS, Return Type: Nonresident (Number) is CP, Return Type: Nonresident (%) is ,"
690,"Jul 01, 2022",2020,Tillamook,12707,23406,736971,1938,18658,63920,100988,578513,46769,4911,42057,1.8,57997,152,1468,5030,7948,45527,3681,386,3310,0.05706827226,0.07269955697,6146,0.484,5138,0.404,219,0.017,1196,0.094,5340,0.42,12364,0.973,280,0.022,63,0.005,12364,728616,405126,25798,33851,62936,171309,40647,-1865,4807,13994,
691,"Jul 01, 2022",2020,Umatilla,32359,64691,1761156,4668,46978,128366,208940,1445470,116089,14267,102624,2,54426,144,1452,3967,6457,44670,3588,441,3171,0.05827047983,0.07099651218,14941,0.462,11694,0.361,571,0.018,5144,0.159,11027,0.341,31523,0.974,652,0.02,184,0.006,31523,1746471,1257478,29501,50640,86122,267105,100955,-17804,-5095,22430,
692,"Jul 01, 2022",2020,Union,11513,22606,644373,1085,16067,51364,81131,515953,41475,4900,36803,2,55969,94,1396,4461,7047,44815,3602,426,3197,0.05711534201,0.07133134589,5416,0.47,4819,0.419,201,0.017,1072,0.093,4627,0.402,11211,0.974,241,0.021,61,0.005,11211,638102,410691,18515,13697,42864,128583,44689,-11181,-4,9751,
693,"Jul 01, 2022",2020,Wallowa,3505,6549,183704,612,4520,18475,25726,149225,11935,1436,10544,1.9,52412,175,1290,5271,7340,42575,3405,410,3008,0.05739906892,0.07066135211,1624,0.463,1615,0.461,50,0.014,216,0.062,1468,0.419,3418,0.975,70,0.02,17,0.005,3418,182252,102604,7560,5549,20603,45856,16512,-4882,-6615,4936,
694,"Jul 01, 2022",2020,Wasco,11760,22468,650853,1264,16984,48784,85479,520276,41870,5079,37026,1.9,55345,108,1444,4148,7269,44241,3560,432,3148,0.05688891619,0.07116685616,5665,0.482,4461,0.379,199,0.017,1428,0.121,4335,0.369,11383,0.968,283,0.024,94,0.008,11383,642124,421827,16026,17113,29935,118536,42056,2533,3485,9386,
695,"Jul 01, 2022",2020,Washington,283236,536050,25912162,43351,630317,954555,3343414,21504050,1816966,113241,1706635,1.9,91486,153,2225,3370,11804,75923,6415,400,6026,0.06586246435,0.07936361589,141751,0.5,110505,0.39,5704,0.02,25127,0.089,123922,0.438,274314,0.968,7239,0.026,1683,0.006,274314,25512374,18297878,1119174,596947,1826614,2421417,1294272,-17372,261744,288299,
696,"Jul 01, 2022",2020,Wheeler,554,1072,20556,90,567,2546,3811,17815,1403,196,1218,1.9,37104,162,1024,4595,6879,32157,2532,353,2198,0.05924682178,0.06836126392,239,0.431,274,0.495,,,41,0.074,172,0.31,554,1,,,,,548,20474,12749,739,1140,2157,7299,2629,-1715,-4117,407,"Return Type: Separate (Number) is CS, Return Type: Separate (%) is CS, Return Type: Part-Year (Number) is CF, Return Type: Part-Year (%) is CF, Return Type: Nonresident (Number) is CF, Return Type: Nonresident (%) is CF,"
697,"Jul 01, 2022",2020,Yamhill,47476,93100,3288681,6487,83035,199294,437757,2640806,216669,20466,196898,2,69270,137,1749,4198,9221,55624,4564,431,4147,0.05987117152,0.07455954264,21873,0.461,19845,0.418,897,0.019,4830,0.102,20854,0.439,46513,0.98,778,0.016,185,0.004,46513,3259681,2174729,86384,88475,193512,503340,234390,-15705,36842,42285,
698,"Jul 01, 2023",2021,Baker,7069,13582,407764,1756,11159,36941,49963,331142,26838,3028,23934,1.9,57683,248,1579,5226,7068,46844,3797,428,3386,0.05870013696,0.07228246947,3240,0.458,3102,0.439,130,0.018,590,0.083,2834,0.401,6867,0.971,151,0.021,51,0.007,6867,402978,223598,14296,7245,57420,100179,19726,-10391,-3308,5787,
699,"Jul 01, 2023",2021,Benton,41291,70972,3749335,7545,86882,210506,372486,3116388,265699,16433,249663,1.7,90803,183,2104,5098,9021,75474,6435,398,6046,0.06658370318,0.08010705673,22607,0.548,15511,0.376,708,0.017,2449,0.059,17122,0.415,39061,0.946,1611,0.039,619,0.015,39061,3694528,1976845,129643,91877,510606,658737,325718,-6660,46119,38358,
